Name,Team,Salary
Devin Hester,ATL,4800
Devin Smith,NYJ,4800
De'Anthony Thomas,KC,4800
Randy Bullock,HOU,4800
Robbie Gould,CHI,4800
Garrett Graham,HOU,4800
Lance Kendricks,STL,4800
Mike Nugent,CIN,4800
Dustin Hopkins,NO,4800
Joseph Fauria,DET,4800
Antone Smith,ATL,4800
Panthers,CAR,4800
Donte Moncrief,IND,4800
Dion Sims,MIA,4800
Kaelin Clay,TB,4800
Chase Ford,MIN,4800
Maxx Williams,BAL,4800
Kendall Hunter,SF,4800
Kasen Williams,,4700
Andrew Hawkins,CLE,4700
Caleb Sturgis,MIA,4700
Stefon Diggs,MIN,4700
Chandler Catanzaro,ARI,4700
Luke Willson,SEA,4700
Justin Hunter,TEN,4700
Blair Walsh,MIN,4700
Daryl Richardson,NYJ,4700
Jack Doyle,IND,4700
Dolphins,MIA,4700
Stepfan Taylor,ARI,4700
Dreamius Smith,,4700
Nick Novak,SD,4700
Kenny Bell,TB,4700
Theo Riddick,DET,4700
Tavon Austin,STL,4700
Austin Seferian-Jenkins,TB,4700
Marcus Thigpen,BUF,4700
Steve Johnson,SD,4700
CJ Fiedorowicz,HOU,4700
Tony Moeaki,ATL,4700
Ryan Williams,DAL,4700
Chris Givens,STL,4700
DeAndre Smelter,SF,4700
Crockett Gillmore,BAL,4700
Bernard Pierce,JAX,4700
Chris Hogan,BUF,4700
Sebastian Janikowski,OAK,4700
Matt Prater,DET,4700
Devin Funchess,CAR,4600
Josh Reese,,4600
Brice Butler,OAK,4600
Andre Davis,,4600
George Farmer,,4600
Dres Anderson,SF,4600
Jaxon Shipley,,4600
Nick Harwell,,4600
Quan Bray,,4600
Mike James,TB,4600
Juwan Thompson,DEN,4600
Josh Robinson,IND,4600
David Porter,,4600
Dominique Brown,,4600
Phillip Dorsett,IND,4600
DeAndrew White,,4600
Allen Hurns,JAX,4600
Kamar Aiken,BAL,4600
Jerricho Cotchery,CAR,4600
Dontrelle Inman,SD,4600
Ricardo Lockette,SEA,4600
Josh Scobee,JAC,4600
Nick Folk,NYJ,4600
Rhett Ellison,MIN,4600
Travis Benjamin,CLE,4600
Eric Weems,ATL,4600
Kai Forbath,WAS,4600
Virgil Green,DEN,4600
Kevin Ogletree,,4600
Anthony Dixon,BUF,4600
Browns,CLE,4600
Bengals,CIN,4600
Preston Parker,NYG,4600
Ed Dickson,CAR,4600
Graham Gano,CAR,4600
Benjamin Watson,NO,4600
Brandon Tate,CIN,4600
Harry Douglas,TEN,4600
Fortyniners,SF,4600
Jason Avant,KC,4600
Ryan Succop,TEN,4600
Shonn Greene,,4500
Matthew Mulligan,BUF,4500
Mike McFarland,,4500
Zach Miller,CHI,4500
Garrett Hartley,CLE,4500
Kenny Cook,,4500
Corbin Louks,,4500
Abou Toure,,4500
Austin Willis,,4500
Cedric Peerman,CIN,4500
Jonathon Rumph,,4500
Darren Fells,ARI,4500
Austin Johnson,,4500
Brandon Myers,TB,4500
Donatella Luckett,KC,4500
Justin Tukes,,4500
Eric Frohnapfel,,4500
Deshon Foxx,,4500
Jordan Norwood,DEN,4500
Ryan Grant,WAS,4500
George Atkinson III,,4500
Orleans Darkwa,NYG,4500
Nick Williams,ATL,4500
Ryan Griffin,NO,4500
Bear Pascoe,CHI,4500
Chris Ogbonnaya,,4500
Darrin Reaves,,4500
Kennard Backman,GB,4500
Geremy Davis,NYG,4500
Jamarcus Nelson,,4500
Geoff Swaim,DAL,4500
Deon Long,,4500
Brandon Williams,CAR,4500
Daniel Fells,NYG,4500
Brian Leonhardt,OAK,4500
Donteea Dye,,4500
Kendall Gaskins,,4500
Da'Rick Rogers,,4500
Rico Richardson,TEN,4500
EJ Bibbs,CLE,4500
Myles White,,4500
John Phillips,SD,4500
Tim Hightower,,4500
Chuck Jacobs,SF,4500
Adam Thielen,MIN,4500
Josh Morgan,NO,4500
Ryan Spadola,ARI,4500
Ryan Otten,,4500
Quinton Patton,SF,4500
Kyle Juszczyk,,4500
Gavin Escobar,DAL,4500
Jerome Simpson,SF,4500
Ifeanyi Momah,ARI,4500
Brandon Bogotay,TB,4500
Alan Bonner,HOU,4500
Dante Rosario,CHI,4500
Michael Cox,,4500
James Casey,DEN,4500
Kellen Davis,NYJ,4500
James Jones,NYG,4500
Brandon Pettigrew,DET,4500
John Kuhn,,4500
Daniel Brown,,4500
Jed Collins,,4500
Marquise Goodwin,BUF,4500
Kyle Williams,DEN,4500
Malcolm Brown,STL,4500
Zach Line,,4500
Jordan Taylor,,4500
Marc Mariani,CHI,4500
John Harris,,4500
Travis Labhart,HOU,4500
Keshawn Hill,,4500
Uzoma Nwachukwu,HOU,4500
Anthony McCoy,SEA,4500
Trindon Holliday,OAK,4500
Ify Umodu,,4500
Taylor Pontius,0,4500
Mario Hull,,4500
Chris Boswell,NYG,4500
Levi Norwood,,4500
Tevin Reese,CIN,4500
Malcolm Johnson,CLE,4500
Seyi Ajirotutu,PHI,4500
Spencer Ware,KC,4500
Richie Brockel,,4500
Lache Seastrunk,DAL,4500
Antwan Goodley,DAL,4500
Mickey Shuler,ATL,4500
Vance McDonald,SF,4500
Jim Dray,CLE,4500
Erik Lorig,,4500
Jeret Smith,,4500
Marlon Moore,CLE,4500
Trey Williams,,4500
Carlton Mitchell,,4500
Arrelious Benn,JAX,4500
Desmond Martin,,4500
Earnest Pettway,,4500
Damian Williams,STL,4500
Cam Worthy,,4500
Andre Roberts,WAS,4500
Gerald Christian,ARI,4500
Senorise Perry,CHI,4500
Kyle Brindza,0,4500
TJ Jones,DET,4500
Ben Koyack,JAX,4500
DaVaris Daniels,MIN,4500
Darrel Young,,4500
Kevin Brock,NO,4500
Marcus Easley,BUF,4500
Kenbrell Thompkins,OAK,4500
Bradley Marquez,,4500
Clay Harbor,JAX,4500
Matthew Tucker,PHI,4500
John Conner,,4500
Christine Michael,SEA,4500
Josh Lambo,0,4500
Jacoby Ford,TEN,4500
Anthony Denham,,4500
Blake Annen,CHI,4500
George Winn,DET,4500
Eric Tomlinson,,4500
Jordan Leslie,,4500
Reggie Dunn,DAL,4500
Jake Murphy,CIN,4500
Jordan Gay,0,4500
Shayne Graham,0,4500
Douglas McNeil,,4500
Corey Knox,,4500
Taylor Sloat,,4500
Jerome Cunningham,NYG,4500
Tyler McDonald,,4500
Glenn Winston,CLE,4500
Braylon Bell,,4500
Matt Lengel,,4500
Gary Barnidge,CLE,4500
MyCole Pruitt,MIN,4500
Joe Don Duncan,,4500
Jarryd Hayne,,4500
Duron Carter,IND,4500
Jason Myers,0,4500
Cameron Brate,TB,4500
Tom Obarski,0,4500
Chris Johnson,,4500
Charcandrick West,KC,4500
Ray Agnew,,4500
Andrew Peacock,DET,4500
Seantavius Jones,,4500
Jeremy Butler,BAL,4500
Freddie Martino,PHI,4500
Justin Perillo,GB,4500
Taylor Gabriel,CLE,4500
Rashaun Allen,SEA,4500
Scott Simonson,CAR,4500
Seth Roberts,OAK,4500
Corey Washington,NYG,4500
Josh Brown,0,4500
James O'Shaughnessy,KC,4500
Nick Boyle,BAL,4500
Desmond Lawrence,,4500
Rasheed Williams,,4500
Vernon Johnson,,4500
Gavin Lutman,,4500
Reggie Bell,,4500
Zach Zenner,DET,4500
Khari Lee,,4500
DeAndre Carter,,4500
Milton Williams III,,4500
,,
John Crockett,GB,4500
Adrian Coxson,,4500
Andrew Franks,0,4500
Ricky Collins,,4500
Joshua Stangby,,4500
Beau Gardner,,4500
Brian Parker,,4500
Tyrell Williams,SD,4500
Rasheed Bailey,,4500
Tre McBride,TEN,4500
Neal Sterling,JAX,4500
Dez Lewis,,4500
Cameron Meredith,,4500
Brandon Wegher,CAR,4500
Trevor Harman,,4500
Gannon Sinclair,,4500
Darius Davis,,4500
Harold Spears,,4500
Tyler Varga,IND,4500
RJ Harris,,4500
Tony Washington,JAX,4500
David Johnson,ARI,4500
Paul Lasike,,4500
Devin Mahina,,4500
Bernard Reedy,ATL,4500
Donte Foster,MIN,4500
Zurlon Tipton,IND,4500
Casey Pierce,,4500
Andre Caldwell,DEN,4500
Brent Celek,PHI,4500
Josh Harper,,4500
Joey Iosefa,TB,4500
Paul Browning,,4500
Marcel Jensen,DEN,4500
Isaiah Burse,DEN,4500
Joshua Cribbs,,4500
Titus Davis,SD,4500
Alex Bayer,STL,4500
Brian Hartline,CLE,4500
Lance Moore,DET,4500
Mario Alford,CIN,4500
Ben Edwards,,4500
Damond Powell,,4500
Javess Blue,,4500
Vince Mayle,CLE,4500
Anthony Fasano,TEN,4500
Alonzo Harris,,4500
Jahwan Edwards,SD,4500
Nic Jacobs,JAX,4500
Da'Ron Brown,KC,4500
Devante Davis,,4500
Luke Lundy,,4500
Colin Lockett,WAS,4500
Ezell Ruffin,,4500
Ted Ginn Jr,,4500
Isiah Ferguson,,4500
Jordan Thompson,DET,4500
Jean Sifrin,,4500
Jerome Felton,,4500
John Peters,,4500
Terrell Watson,CIN,4500
Nate Washington,HOU,4500
Chase Dixon,,4500
Torrence Allen,SD,4500
Jeff Janis,GB,4500
Walt Powell,,4500
Craig Stevens,TEN,4500
Matt Hazel,MIA,4500
Patrick Murray,0,4500
Fred Williams,KC,4500
Jacoby Jones,SD,4500
Damarr Aultman,,4500
Justin Manton,0,4500
Je'Ron Hamm,WAS,4500
Robert Herron,TB,4500
Kasey Closs,,4500
Maurice Jones-Drew,,4500
Chandler Worthy,,4500
Wes Saxton,NYJ,4500
Albert Wilson,KC,4500
Donald Brown,SD,4500
Mitchell Henry,,4500
Antonio Andrews,TEN,4500
Gus Johnson,,4500
Andy Tanner,NO,4500
Kevin Cone,MIA,4500
Chase Reynolds,STL,4500
Paul Richardson,SEA,4500
Erik Swoope,IND,4500
Demetrius Harris,KC,4500
Kenneth Harper,,4500
Corey Fuller,DET,4500
Nick Kasa,,4500
Josh Lenz,CLE,4500
Jimmie Hunt,,4500
Marcus Lucas,CAR,4500
Chris Matthews,SEA,4500
Marquez Clark,,4500
Andrew Turzilli,,4500
Toben Opurum,,4500
Brandon McManus,0,4500
AJ Jenkins,DAL,4500
DeVier Posey,NYJ,4500
TJ Graham,NYJ,4500
LaMichael James,MIA,4500
Clive Walford,OAK,4500
Evan Rodriguez,TB,4500
Tommy Bohanon,,4500
Devon Wylie,,4500
Ryan Broyles,DET,4500
Devin Street,DAL,4500
Brandon Coleman,NO,4500
Jerome Smith,ATL,4500
Tim Wright,TB,4500
Michael Burton,DET,4500
Stephen Hill,CAR,4500
Tyler Kroft,CIN,4500
Jeff Maehl,PHI,4500
Bud Sasser,,4500
Mark Weisman,,4500
Konrad Reuland,BAL,4500
Fitzgerald Toussaint,BAL,4500
Ted Bolser,,4500
Allen Reisner,BAL,4500
Jo
